deLay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon.stopped,polygon_2.started,key_resp.started,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate
0.4,400,unexp,2,7,31,1,269.7523073,270.7525385,270.7525385,270.7525385,space,0.5734035,271.7522439,272.2291451,272.2291451,272.2291451,272.2291451,700,32,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.7,1000,exp,2,8,32,8,275.0691558,276.0693481,276.0693481,276.0693481,space,0.333005,277.119208,,277.5985557,277.5985557,277.5985557,400,33,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.4,1000,exp,2,9,33,10,280.8189433,281.8192166,281.8192166,281.8192166,space,0.2729441,282.5191871,,283.0079747,283.0079747,283.0079747,500,34,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.4,1000,exp,2,10,34,7,285.1856993,286.1917667,286.1917667,286.1917667,space,5.405077,292.0190882,292.5085556,292.5085556,292.5085556,292.5085556,500,35,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.1,1000,exp,2,11,35,9,299.6523437,300.6524124,300.6524124,300.6524124,space,1.7263676,302.5024445,302.9836153,302.9836153,302.9836153,302.9836153,600,36,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.7,400,unexp,3,0,36,2,308.1358682,309.1358519,309.1358519,309.1358519,space,0.5188767,310.386046,310.8646834,310.8646834,310.8646834,310.8646834,400,37,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.4,1000,exp,3,1,37,4,315.785763,316.7859495,316.7859495,316.7859495,space,6.1851769,323.4024186,,323.8774943,323.8774943,323.8774943,650,38,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.7,1000,exp,3,2,38,8,329.6357615,330.6358837,330.6358837,330.6358837,space,22.6993126,354.0526072,,354.5318167,354.5318167,354.5318167,700,39,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.4,1000,exp,3,3,39,10,356.8526644,357.8526984,357.8526984,357.8526984,space,5.5662634,363.8360841,,364.3102079,364.3102079,364.3102079,500,40,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.1,400,unexp,3,4,40,0,368.5024305,369.5026638,369.5026638,369.5026638,space,12.8702393,382.5026757,382.9874223,382.9874223,382.9874223,382.9874223,400,41,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.4,1000,exp,3,5,41,7,388.2024857,389.2027546,389.2027546,389.2027546,space,0.6448968,390.2697163,,390.7489719,390.7489719,390.7489719,400,42,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
0.1,1000,exp,3,6,42,9,392.7191493,393.7193599,393.7193599,393.7193599,space,0.4818125,394.3194172,,394.805503,394.805503,394.805503,700,43,"[6.817182699975092, 3.143667899945285, 4.750760700029787, 3.577181999979075, 3.723223099950701, 3.3756445999606512, 2.45114520000061, 2.0237693000235595, 2.9152677999809384, 2.8180047999485396, 5.929074199986644, 3.051912299997639, 3.201943600026425, 3.5581099999835715, 1.8640120000345632, 1.6615209000301547, 7.728283000004012, 2.2842576000257395, 2.6755254000308923, 8.385536200017668, 3.863071400031913, 2.8043928999686614, 4.7981068000080995, 5.50846670003375, 4.618328400014434, 4.961693499993999, 3.9213504000217654, 4.246808199968655, 4.475626000028569, 4.039820200006943, 3.1110553999897093, 2.838122100045439, 3.218078800011426, 2.1774313999922015, 7.1419427000219, 5.147285400016699, 4.918379199982155, 5.755438700027298, 2.3179365000105463, 4.191544999950565, 5.211781300022267, 1.9668319000047632, 1.6439260999904945]","[6.817192699993029, 3.143675400002394, 4.750766200013459, 3.577191499993205, 3.7232301999465562, 3.3756495999987237, 2.4511495000333525, 2.0237775000277907, 2.915276499988977, 2.818012599949725, 5.929079100023955, 3.051919599995017, 3.201949500013143, 3.558115799969528, 1.8640175000182353, 1.6615275000222027, 7.728288699989207, 2.284263400011696, 2.6755309000145644, 8.385540499992203, 3.8630920000141487, 2.8043980000074953, 4.798112299991772, 5.508472900022753, 4.618334300001152, 4.961700199986808, 3.9213540999917313, 4.246816899976693, 4.475631300010718, 4.039824899984524, 3.1110611999756657, 2.8381284000352025, 3.2180843999958597, 2.1774384999880567, 7.141964700014796, 5.147294899972621, 4.918385100027081, 5.7554449000163, 2.3179413999896497, 4.191549799987115, 5.21178620000137, 1.9668372999876738, 1.6439324000384659]",nahiiiii,1,2023-11-09_01h15.50.436,ISB,2022.2.5,60.08033944
